hour,Availability
0:00,0
0:30,0
1:00,0
1:30,0
2:00,0
2:30,0
3:00,0
3:30,0
4:00,0
4:30,0
5:00,0
5:30,0
6:00,0
6:30,0
7:00,0
7:30,0
8:00,1
8:30,1
9:00,3
9:30,3
10:00,3
10:30,3
11:00,3
11:30,3
12:00,3
12:30,3
13:00,3
13:30,3
14:00,3
14:30,3
15:00,3
15:30,3
16:00,3
16:30,3
17:00,3
17:30,3
18:00,2
18:30,2
19:00,2
19:30,2
20:00,2
20:30,2
21:00,1
21:30,1
22:00,0
22:30,0
23:00,0
23:30,0
